BOTTLE,20170219PRINUNIVRMK
# 06/23/2016 Initialized README file   
# Data source:NOAA/PMEL  
# SHIPS: Leg 1: R/V Fairweather; for the second leg of this project  
# 	see the R/V Point Sur cruise 32PO20130829 
# Cruise: WCOA2013 Leg 1 
# Region: US West Coast, Pacific Ocean  
# EXPOCODE: 317W20130803  
# DATES: 20130803 - 20130810 
# Chief Scientist: Richard Feely. Lauren W. Juranek 
# 41 stations with 24 place Rosette  
# Hydro: Who - G. Johnson; Status - final  
# 	Notes: 	 
# Nutrients: Who - B. Hales; Status - final  
# 	Notes:  includes ammonium 
# O2: Who - B. Hales; Status -final  
# 	Notes:  
# TCO2: Who - R.Feely; Status - final  
# 	Notes:  
# TA: Who - S. Alin; Status - final  
# 	Notes: 
# pH: Who -R. Byrne; Status - final 
# 	Notes: total scale at 25C 
# CO3-2: Who -R. Byrne; Status - final 
# 	Notes: Values measured 
# Other: Chlorophyll- W. Peterson;  
# References:  
EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,CO32,CO32_FLAG_W,CHLORA,CHLORA_FLAG_W
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,UMOL/KG,,UG/KG,
  317W20130803,WCOA13,    19,  1,      6,2,  130805,2243, 48.7100,-125.6700,  170,     60.2,   8.0813,  32.7530,2,-999.0000,9,    120.3,2,   -999.0,9,    47.75,2,    29.03,2,     0.27,2,     2.31,2,     1.55,2,   2181.9,2,   2216.2,2,   7.4275,2,    25.00,   56.171,2,  -999.00,9
  317W20130803,WCOA13,    19,  1,      7,2,  130805,2245, 48.7100,-125.6700,  170,     49.7,   8.2089,  32.6570,2,-999.0000,9,    125.3,2,    126.0,2,    47.11,2,    28.29,2,     0.26,2,     2.27,2,     1.64,2,   2172.2,2,   2210.9,2,   7.4431,2,    25.00,   58.599,2,  -999.00,9
  317W20130803,WCOA13,    19,  1,      8,2,  130805,2246, 48.7100,-125.6700,  170,     39.9,   8.4294,  32.5350,2,-999.0000,9,    140.0,2,   -999.0,9,    45.49,2,    27.08,2,     0.26,2,     2.23,2,     1.73,2,   2159.9,2,   2205.9,2,   7.4729,2,    25.00,     61.4,3,  -999.00,9
  317W20130803,WCOA13,    19,  1,      9,2,  130805,2247, 48.7100,-125.6700,  170,     29.4,   8.9378,  32.2480,2,-999.0000,9,    163.8,2,    159.6,2,    41.90,2,    24.88,2,     0.24,2,     2.11,2,     1.95,2,   2135.8,2,   2195.2,2,   7.5150,3,    25.00,   66.606,2,  -999.00,9
  317W20130803,WCOA13,    19,  1,     10,2,  130805,2249, 48.7100,-125.6700,  170,     20.3,   9.3255,  31.9770,2,-999.0000,9,    168.3,2,    168.2,2,    35.84,2,    22.28,2,     0.23,2,     2.00,2,      2.7,2,   2118.8,2,   2181.3,2,   7.5429,3,    25.00,   68.603,2,  -999.00,9
  317W20130803,WCOA13,    19,  1,     11,2,  130805,2251, 48.7100,-125.6700,  170,     15.2,  10.5597,  31.4940,2,-999.0000,9,    156.7,2,   -999.0,9,    28.95,2,    15.88,2,     0.24,2,     1.57,2,     1.09,2,   2034.4,2,   2160.4,2,   7.7316,2,    25.00,  101.443,2,  -999.00,9
  317W20130803,WCOA13,    19,  1,     12,2,  130805,2252, 48.7100,-125.6700,  170,     11.0,  11.0330,  31.2300,2,  31.2184,2,    157.4,2,    287.0,2,    25.52,2,    12.07,2,     0.28,2,     1.30,2,     0.61,2,   1996.4,2,   2152.3,2,   7.8102,3,    25.00,  110.298,2,  -999.00,9
  317W20130803,WCOA13,    19,  1,     13,2,  130805,2254, 48.7100,-125.6700,  170,      2.3,  12.0442,  30.8500,2,-999.0000,9,    158.6,2,    376.6,2,    19.61,2,     3.51,2,     0.28,2,     0.83,2,     0.63,2,   1910.6,2,   2144.6,6,   7.9870,2,    25.00,  148.137,2,  -999.00,9
  317W20130803,WCOA13,    19,  1,     14,2,  130805,2254, 48.7100,-125.6700,  170,      2.4,  11.7497,  30.9510,2,-999.0000,9,    158.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,     -999,9,  -999.00,9
  317W20130803,WCOA13,    20,  1,      1,2,  130806,0003, 48.7800,-125.5700,  139,    118.5,   7.1506,  33.4740,2,-999.0000,9,     76.3,2,     50.8,2,    56.60,2,    33.04,2,     0.23,2,     2.57,2,     0.99,2,   2237.2,2,   2246.3,6,   7.3367,2,    25.00,   48.538,2,  -999.00,9
  317W20130803,WCOA13,    20,  1,      2,2,  130806,0005, 48.7800,-125.5700,  139,    103.9,   7.2636,  33.3910,2,-999.0000,9,     80.1,2,     84.1,2,    56.13,2,    32.86,2,     0.23,2,     2.57,2,     0.93,2,   2233.3,2,   2241.1,2,   7.3412,2,    25.00,   50.172,2,  -999.00,9
  317W20130803,WCOA13,    20,  1,      3,2,  130806,0007, 48.7800,-125.5700,  139,     80.2,   7.8448,  32.9280,2,-999.0000,9,     99.5,2,    101.0,2,    51.40,2,    30.70,2,     0.29,2,     2.45,2,     1.53,2,   2200.3,2,   2221.0,2,   7.3798,2,    25.00,   52.747,2,  -999.00,9
  317W20130803,WCOA13,    20,  1,      4,2,  130806,0009, 48.7800,-125.5700,  139,     59.6,   8.1683,  32.6730,2,-999.0000,9,    116.6,2,   -999.0,9,    48.13,2,    29.12,2,     0.28,2,     2.35,2,     1.56,2,   2181.2,2,   2209.7,2,   7.4100,2,    25.00,   55.831,2,  -999.00,9
  317W20130803,WCOA13,    20,  1,      5,2,  130806,0011, 48.7800,-125.5700,  139,     48.6,   8.3348,  32.5540,2,-999.0000,9,    129.3,2,    128.0,2,    46.02,2,    27.93,2,     0.26,2,     2.27,2,     1.83,2,   2166.8,2,   2206.7,2,   7.4449,2,    25.00,   60.597,3,  -999.00,9
  317W20130803,WCOA13,    20,  1,      6,2,  130806,0012, 48.7800,-125.5700,  139,     40.2,   8.4767,  32.5060,2,-999.0000,9,    136.7,2,   -999.0,9,    44.72,2,    27.14,2,     0.25,2,     2.23,2,     1.79,2,   2161.5,2,   2205.1,2,   7.4667,2,    25.00,    60.81,2,  -999.00,9
  317W20130803,WCOA13,    20,  1,      7,2,  130806,0014, 48.7800,-125.5700,  139,     29.2,   8.8657,  32.2650,2,-999.0000,9,    151.4,2,    145.9,2,    36.03,2,    25.18,2,     0.21,2,     2.17,2,     2.74,2,   2149.5,2,   2194.7,2,   7.4782,3,    25.00,   62.809,2,  -999.00,9
  317W20130803,WCOA13,    20,  1,      8,2,  130806,0015, 48.7800,-125.5700,  139,     19.8,   9.7125,  31.8090,2,-999.0000,9,    191.3,2,    186.4,2,    22.22,2,    19.32,2,     0.20,2,     1.61,2,     2.52,2,   2109.1,2,   2179.9,2,   7.5729,2,    25.00,   71.517,2,  -999.00,9
  317W20130803,WCOA13,    20,  1,      9,2,  130806,0016, 48.7800,-125.5700,  139,     15.7,  10.2756,  31.6750,2,-999.0000,9,    291.4,2,   -999.0,9,    14.67,2,    11.84,2,     0.16,2,     1.06,2,     1.71,2,   2054.3,2,   2181.7,2,   7.7343,2,    25.00,    97.68,2,  -999.00,9
  317W20130803,WCOA13,    20,  1,     10,2,  130806,0018, 48.7800,-125.5700,  139,     10.6,  11.3533,  31.6130,2,  31.5881,2,    324.6,2,    362.6,2,     5.96,2,     2.63,2,     0.07,2,     0.55,2,     1.47,2,   1924.5,2,   2177.7,2,   8.0279,3,    25.00,  161.554,3,  -999.00,9
  317W20130803,WCOA13,    20,  1,     11,2,  130806,0019, 48.7800,-125.5700,  139,      2.2,  12.6640,  31.5120,2,-999.0000,9,    353.2,2,    373.4,2,     4.83,2,     1.69,2,     0.04,2,     0.37,2,      0.6,2,   1899.4,2,   2177.0,6,   8.0737,2,    25.00,  180.712,3,  -999.00,9
  317W20130803,WCOA13,    20,  1,     12,2,  130806,0019, 48.7800,-125.5700,  139,      2.2,  12.5960,  31.5190,2,-999.0000,9,    351.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9,   8.0723,2,    25.00,  180.633,3,  -999.00,9
  317W20130803,WCOA13,    21,  1,      1,2,  130806,0225, 48.8100,-125.5200,  109,     97.1,   7.3234,  33.3550,2,  33.3300,2,     76.2,2,     77.3,2,    57.81,2,    32.37,2,     0.25,2,     2.47,2,     1.18,2,   2234.0,2,   2242.9,2,   7.3347,2,    25.00,   49.096,2,  -999.00,9
  317W20130803,WCOA13,    21,  1,      2,2,  130806,0227, 48.8100,-125.5200,  109,     79.8,   7.7246,  33.0550,2,-999.0000,9,     86.6,2,     86.8,2,    54.88,2,    31.45,2,     0.31,2,     2.47,2,     1.27,2,   2216.3,2,   2228.2,2,   7.3477,2,    25.00,     50.7,2,  -999.00,9
  317W20130803,WCOA13,    21,  1,      3,2,  130806,0228, 48.8100,-125.5200,  109,     59.3,   8.2267,  32.6200,2,-999.0000,9,    115.8,2,   -999.0,9,    47.68,2,    28.87,2,     0.28,2,     2.30,2,     1.61,2,   2178.4,2,   2210.2,2,   7.4234,3,    25.00,   56.626,3,  -999.00,9
  317W20130803,WCOA13,    21,  1,      4,2,  130806,0230, 48.8100,-125.5200,  109,     49.2,   8.4154,  32.5010,2,-999.0000,9,    124.8,2,    122.5,2,    45.73,2,    27.92,2,     0.26,2,     2.28,2,     1.91,2,   2170.0,2,   2203.6,2,   7.4376,2,    25.00,   58.326,2,  -999.00,9
  317W20130803,WCOA13,    21,  1,      5,2,  130806,0232, 48.8100,-125.5200,  109,     39.6,   8.5704,  32.3730,2,-999.0000,9,    135.1,2,    134.9,2,    44.93,2,    26.79,2,     0.25,2,     2.20,2,     2.02,2,   2155.2,2,   2196.5,2,   7.4674,2,    25.00,   58.673,2,  -999.00,9
  317W20130803,WCOA13,    21,  1,      6,2,  130806,0233, 48.8100,-125.5200,  109,     30.6,   8.8771,  32.1880,2,-999.0000,9,    148.7,2,   -999.0,9,    42.11,2,    25.61,2,     0.26,2,     2.14,2,     2.19,2,   2146.4,2,   2194.0,2,   7.4865,2,    25.00,   62.848,2,  -999.00,9
  317W20130803,WCOA13,    21,  1,      7,2,  130806,0235, 48.8100,-125.5200,  109,     20.1,   9.5245,  31.8480,2,-999.0000,9,    180.2,2,    172.7,2,    30.77,2,    21.71,2,     0.24,2,     1.85,2,     3.01,2,   2115.8,2,   2183.3,2,   7.5529,2,    25.00,   72.867,2,  -999.00,9
  317W20130803,WCOA13,    21,  1,      8,2,  130806,0236, 48.8100,-125.5200,  109,     15.8,   9.7400,  31.7900,2,-999.0000,9,    180.6,2,   -999.0,9,    23.70,2,    18.77,2,     0.21,2,     1.58,2,     2.67,2,   2100.4,2,   2179.0,2,   7.5896,2,    25.00,   76.029,2,  -999.00,9
  317W20130803,WCOA13,    21,  1,      9,2,  130806,0238, 48.8100,-125.5200,  109,     10.8,  11.3118,  31.5780,2,  31.6224,2,    259.9,2,    282.2,2,    12.51,2,     9.09,2,     0.13,2,     0.95,2,     1.75,2,   2005.2,2,   2178.3,3,   7.8463,2,    25.00,  121.342,2,  -999.00,9
  317W20130803,WCOA13,    21,  1,     10,2,  130806,0240, 48.8100,-125.5200,  109,      3.0,  13.0832,  31.3570,2,-999.0000,9,    260.1,2,    354.1,2,     5.77,2,     1.21,2,     0.10,2,     0.26,2,     0.05,2,   1888.2,2,   2159.9,6,   8.0609,2,    25.00,  187.004,2,  -999.00,9
  317W20130803,WCOA13,    21,  1,     11,2,  130806,0240, 48.8100,-125.5200,  109,      2.9,  13.1552,  31.3540,2,-999.0000,9,    260.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,     -999,9,  -999.00,9
  317W20130803,WCOA13,    22,  1,      1,2,  130806,0352, 48.8400,-125.4700,   95,     87.3,   7.5767,  33.1720,2,  33.1671,2,     81.2,2,   -999.0,9,    57.15,2,    31.93,2,     0.27,2,     2.59,2,     1.32,2,   2227.8,2,   2233.6,2,   7.3405,2,    25.00,   48.432,2,  -999.00,9
  317W20130803,WCOA13,    22,  1,      2,2,  130806,0353, 48.8400,-125.4700,   95,     79.1,   7.6077,  33.1490,2,-999.0000,9,     82.3,2,     81.9,2,    56.68,2,    31.85,2,     0.28,2,     2.58,2,     1.52,2,   2226.8,2,   2221.8,3,   7.3432,2,    25.00,   48.711,2,  -999.00,9
  317W20130803,WCOA13,    22,  1,      3,2,  130806,0355, 48.8400,-125.4700,   95,     59.6,   8.3991,  32.5190,2,-999.0000,9,    112.4,2,    111.1,2,    52.44,2,    28.30,2,     0.31,2,     2.45,2,      2.2,2,   2181.8,2,   2207.5,2,   7.4073,2,    25.00,   53.526,2,  -999.00,9
  317W20130803,WCOA13,    22,  1,      4,2,  130806,0356, 48.8400,-125.4700,   95,     50.1,   8.4448,  32.4820,2,-999.0000,9,    118.0,2,    115.0,2,    51.31,2,    27.97,2,     0.30,2,     2.43,2,     2.21,2,   2176.8,2,   2203.7,2,   7.4170,2,    25.00,   55.649,2,  -999.00,9
  317W20130803,WCOA13,    22,  1,      5,2,  130806,0358, 48.8400,-125.4700,   95,     40.1,   8.6511,  32.3630,2,-999.0000,9,    133.8,2,    131.0,2,    46.39,2,    26.61,2,     0.28,2,     2.28,2,     2.06,2,   2158.3,2,   2200.5,2,   7.4576,2,    25.00,   59.507,2,  -999.00,9
  317W20130803,WCOA13,    22,  1,      6,2,  130806,0359, 48.8400,-125.4700,   95,     29.4,   8.9552,  32.2420,2,-999.0000,9,    158.5,2,    157.6,2,    39.98,2,    24.20,2,     0.25,2,     2.08,2,     2.12,2,   2133.3,2,   2192.2,2,   7.5225,2,    25.00,   68.451,2,     1.36,2
  317W20130803,WCOA13,    22,  1,      7,2,  130806,0400, 48.8400,-125.4700,   95,     18.7,   9.2789,  32.0160,2,-999.0000,9,    163.6,2,    163.2,2,    36.54,2,    22.96,2,     0.23,2,     2.06,2,     2.37,2,   2123.4,2,   2186.5,2,   7.5322,2,    25.00,   68.339,2,  -999.00,9
  317W20130803,WCOA13,    22,  1,      8,2,  130806,0402, 48.8400,-125.4700,   95,     14.1,   9.7538,  31.8840,2,-999.0000,9,    223.4,2,   -999.0,9,    23.52,2,    16.46,2,     0.20,2,     1.52,2,     1.54,2,   2084.9,2,   2179.3,2,   7.6333,2,    25.00,   82.893,2,  -999.00,9
  317W20130803,WCOA13,    22,  1,      9,2,  130806,0404, 48.8400,-125.4700,   95,      9.7,  11.6440,  31.5630,2,-999.0000,9,    302.3,2,    304.0,2,    11.00,2,     3.91,2,     0.09,2,     0.77,2,     0.61,2,   1960.0,2,   2166.1,2,   7.9256,3,    25.00,  136.008,2,     3.02,2
  317W20130803,WCOA13,    22,  1,     10,2,  130806,0405, 48.8400,-125.4700,   95,      2.6,  13.1990,  31.3240,2,  31.3440,2,    303.9,2,    305.1,2,    10.52,2,     3.09,2,     0.11,2,     0.70,2,     0.77,2,   1931.2,2,   2154.7,6,   7.9663,2,    25.00,  146.314,2,     2.01,2
  317W20130803,WCOA13,    22,  1,     11,2,  130806,0406, 48.8400,-125.4700,   95,      2.6,  13.3213,  31.3120,2,-999.0000,9,    303.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,     -999,9,  -999.00,9
  317W20130803,WCOA13,    23,  1,      1,2,  130806,0943, 48.3700,-124.9100,  115,    101.3,   6.3643,  33.9140,2,-999.0000,9,     58.7,2,   -999.0,9,    62.60,2,    35.70,2,     0.15,2,     2.65,2,     0.04,2,   2271.5,6,   2273.5,2,   7.3103,2,    25.00,   46.545,2,  -999.00,9
  317W20130803,WCOA13,    23,  1,      2,2,  130806,0945, 48.3700,-124.9100,  115,     79.5,   6.4792,  33.8620,2,-999.0000,9,     62.5,2,     62.5,2,    60.48,2,    35.42,2,     0.09,2,     2.62,2,     0.08,2,   2266.1,2,   2267.2,2,   7.3119,2,    25.00,   47.112,2,  -999.00,9
  317W20130803,WCOA13,    23,  1,      3,2,  130806,0947, 48.3700,-124.9100,  115,     59.0,   6.7965,  33.6860,2,-999.0000,9,     69.8,2,     67.8,2,    56.38,2,    34.82,2,     0.11,2,     2.58,2,     0.06,2,   2252.5,2,   2195.2,4,   7.3198,2,    25.00,   47.688,2,  -999.00,9
  317W20130803,WCOA13,    23,  1,      4,2,  130806,0950, 48.3700,-124.9100,  115,     50.2,   6.9004,  33.6350,2,-999.0000,9,     74.9,2,     72.4,2,    55.09,2,    34.42,2,     0.11,2,     2.56,2,     0.18,2,   2249.3,2,   2251.0,2,   7.3284,2,    25.00,   47.204,2,  -999.00,9
  317W20130803,WCOA13,    23,  1,      5,2,  130806,0952, 48.3700,-124.9100,  115,     40.0,   7.1995,  33.4850,2,-999.0000,9,     85.2,2,     83.5,2,    51.48,2,    33.12,2,     0.15,2,     2.50,2,     0.22,2,   2231.9,2,   2250.4,2,   7.3640,3,    25.00,   51.434,2,  -999.00,9
  317W20130803,WCOA13,    23,  1,      6,2,  130806,0954, 48.3700,-124.9100,  115,     30.5,   7.5823,  33.2770,2,-999.0000,9,     99.9,2,     99.7,2,    46.89,2,    31.49,2,     0.19,2,     2.41,2,     0.47,2,   2212.5,2,   2234.8,2,   7.3892,2,    25.00,   54.075,2,     0.20,2
  317W20130803,WCOA13,    23,  1,      7,2,  130806,0955, 48.3700,-124.9100,  115,     20.0,   8.8614,  32.7530,2,-999.0000,9,    167.7,2,    163.7,2,    32.56,2,    22.36,2,     0.20,2,     1.95,2,      2.7,2,   2147.9,2,   2218.8,2,   7.5626,2,    25.00,   75.183,2,  -999.00,9
  317W20130803,WCOA13,    23,  1,      8,2,  130806,0958, 48.3700,-124.9100,  115,     14.9,  10.4621,  32.4790,2,-999.0000,9,    259.1,2,   -999.0,9,    14.58,2,    11.32,2,     0.13,2,     1.17,2,     2.51,2,   2036.3,2,   2217.2,2,   7.8553,3,    25.00,  126.426,3,  -999.00,9
  317W20130803,WCOA13,    23,  1,      9,2,  130806,1000, 48.3700,-124.9100,  115,      9.9,  10.7737,  32.4450,2,-999.0000,9,    269.6,2,    276.8,2,    12.62,2,     9.85,2,     0.11,2,     1.03,2,     2.18,2,   2018.6,2,   2213.4,2,   7.8882,2,    25.00,  137.149,2,     0.49,2
  317W20130803,WCOA13,    23,  1,     10,2,  130806,1001, 48.3700,-124.9100,  115,      3.9,  11.2983,  32.4020,2,-999.0000,9,    296.4,2,    295.9,2,     9.16,2,     7.70,2,     0.09,2,     0.85,2,     2.07,2,   1997.4,6,   2216.3,6,   7.9380,2,    25.00,   149.72,2,  -999.00,9
  317W20130803,WCOA13,    23,  1,     11,2,  130806,1001, 48.3700,-124.9100,  115,      3.9,  11.3428,  32.3980,2,  32.3982,2,    296.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,     -999,9,     0.50,2
  317W20130803,WCOA13,    24,  1,      1,2,  130806,1323, 47.9700,-124.9400,   94,     26.1,   7.4615,  32.8990,2,-999.0000,9,    200.6,2,    202.2,2,    26.02,2,    20.79,2,     0.08,2,     1.71,2,     0.02,2,   2116.3,6,   2200.5,2,   7.5903,2,    25.00,   79.382,2,  -999.00,9
  317W20130803,WCOA13,    24,  1,      2,2,  130806,1325, 47.9700,-124.9400,   94,     20.5,   7.7238,  32.7760,2,-999.0000,9,    201.7,2,    202.1,2,    25.38,2,    20.31,2,     0.09,2,     1.69,2,        0,2,   2110.5,2,   2194.9,2,   7.5991,2,    25.00,    79.64,2,  -999.00,9
  317W20130803,WCOA13,    24,  1,      3,2,  130806,1326, 47.9700,-124.9400,   94,     15.5,   8.3269,  32.5980,2,-999.0000,9,    220.9,2,    208.2,2,    24.24,2,    19.10,2,     0.16,2,     1.64,2,     0.07,2,   2099.6,2,   2191.8,2,   7.6232,2,    25.00,   82.071,2,  -999.00,9
  317W20130803,WCOA13,    24,  1,      4,2,  130806,1328, 47.9700,-124.9400,   94,     10.0,   9.1374,  32.4600,2,-999.0000,9,    236.1,2,    235.9,2,    19.79,2,    15.03,2,     0.26,2,     1.38,2,     0.08,2,   2063.0,2,   2187.7,2,   7.7146,2,    25.00,   97.473,2,  -999.00,9
  317W20130803,WCOA13,    24,  1,      5,2,  130806,1330, 47.9700,-124.9400,   94,      3.5,  11.6522,  32.0240,2,-999.0000,9,    239.7,2,    286.8,2,    10.55,2,     7.81,2,     0.16,2,     0.86,2,     0.38,2,   1983.4,6,   2188.0,6,   7.9190,6,    25.00,  139.987,2,  -999.00,9
  317W20130803,WCOA13,    24,  1,      6,2,  130806,1330, 47.9700,-124.9400,   94,      3.5,  11.8863,  31.9690,2,  32.0534,4,    239.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,    25.00,  143.606,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,      1,2,  130806,1529, 48.1400,-125.1800,  250,    223.2,   6.3400,  33.9820,2,  33.9807,2,     63.1,2,     64.6,2,    61.32,2,    35.82,2,     0.05,2,     2.64,2,     0.09,2,   2267.3,6,   2276.9,6,   7.3386,3,    25.00,   50.767,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,      2,2,  130806,1532, 48.1400,-125.1800,  250,    199.8,   6.4772,  33.9660,2,-999.0000,9,     65.4,2,   -999.0,9,    59.75,2,    35.22,2,     0.07,2,     2.59,2,     0.06,2,   2263.9,2,   2274.1,2,   7.3409,2,    25.00,   50.398,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,      3,2,  130806,1535, 48.1400,-125.1800,  250,    149.5,   6.6165,  33.9340,2,-999.0000,9,     73.3,2,     75.2,2,    56.85,2,    34.11,2,     0.14,2,     2.53,2,     0.06,2,   2256.2,2,   2266.8,2,   7.3552,2,    25.00,   51.431,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,      4,2,  130806,1538, 48.1400,-125.1800,  250,    123.1,   6.7349,  33.9080,2,-999.0000,9,     80.3,2,   -999.0,9,    54.28,2,    33.26,2,     0.13,2,     2.46,2,     0.11,2,   2248.8,2,   2264.8,2,   7.3658,2,    25.00,    52.52,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,      5,2,  130806,1540, 48.1400,-125.1800,  250,     99.2,   6.9866,  33.8150,2,-999.0000,9,    106.0,2,    110.0,2,    46.60,2,    30.76,2,     0.17,2,     2.29,2,     0.17,2,   2222.8,2,   2254.3,2,   7.4153,2,    25.00,   57.363,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,      6,2,  130806,1542, 48.1400,-125.1800,  250,     79.2,   7.3389,  33.6220,2,-999.0000,9,    138.9,2,   -999.0,9,    36.61,2,    27.93,2,     0.14,2,     2.08,2,     0.03,2,   2192.4,2,   2240.4,2,   7.4699,2,    25.00,   63.954,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,      7,2,  130806,1544, 48.1400,-125.1800,  250,     59.6,   7.3883,  33.4250,2,-999.0000,9,    159.9,2,    158.5,2,    32.72,2,    25.66,2,     0.11,2,     1.96,2,     0.12,2,   2167.6,2,   2229.2,2,   7.5093,2,    25.00,   68.316,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,      8,2,  130806,1546, 48.1400,-125.1800,  250,     48.7,   7.4037,  33.2940,2,-999.0000,9,    172.2,2,   -999.0,9,    30.82,2,    24.42,2,     0.09,2,     1.89,2,     0.06,2,   2154.0,2,   2222.1,2,   7.5364,2,    25.00,   71.996,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,      9,2,  130806,1547, 48.1400,-125.1800,  250,     40.0,   7.4239,  33.1130,2,-999.0000,9,    191.3,2,    188.1,2,    28.25,2,    22.65,2,     0.09,2,     1.80,2,     0.21,2,   2135.5,2,   2214.6,2,   7.5666,3,    25.00,   75.074,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,     10,2,  130806,1549, 48.1400,-125.1800,  250,     29.7,   7.5735,  32.9470,2,-999.0000,9,    189.7,2,   -999.0,9,    28.49,2,    21.94,2,     0.16,2,     1.80,2,     0.07,2,   2126.5,2,   2203.8,2,   7.5709,2,    25.00,   74.557,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,     11,2,  130806,1550, 48.1400,-125.1800,  250,     19.0,   8.6435,  32.6820,2,-999.0000,9,    200.8,2,    206.2,2,    22.95,2,    18.29,2,     0.21,2,     1.59,2,     0.98,2,   2096.1,2,   2203.6,2,   7.6635,2,    25.00,   90.599,3,  -999.00,9
  317W20130803,WCOA13,    25,  1,     12,3,  130806,1552, 48.1400,-125.1800,  250,     15.5,  10.0030,  32.4790,2,-999.0000,9,    266.5,2,   -999.0,9,    14.59,2,    12.66,2,     0.16,2,     1.19,2,     1.92,2,   2048.3,2,   2209.9,3,   7.8040,2,    25.00,  117.054,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,     13,2,  130806,1553, 48.1400,-125.1800,  250,      9.6,  11.0574,  32.3790,2,-999.0000,9,    293.3,2,    312.8,2,     4.42,2,     4.76,2,     0.10,2,     0.60,2,     2.18,2,   1972.6,2,   2214.7,2,   7.9840,2,    25.00,  160.747,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,     14,2,  130806,1555, 48.1400,-125.1800,  250,      4.3,  11.7038,  32.3450,2,-999.0000,9,    293.3,2,    313.7,2,     3.83,2,     4.54,2,     0.09,2,     0.57,2,     2.25,2,   1970.8,6,   2215.7,2,   7.9878,2,    25.00,  163.151,2,  -999.00,9
  317W20130803,WCOA13,    25,  1,     15,2,  130806,1555, 48.1400,-125.1800,  250,      4.4,  11.6609,  32.3500,2,  32.3609,2,    293.3,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,     -999,9,  -999.00,9
  317W20130803,WCOA13,    26,  1,      1,2,  130806,1732, 47.9600,-125.3300,  467,    452.3,   5.4721,  34.0760,2,  34.0766,2,     37.5,2,     39.2,2,    77.86,2,    39.16,2,     0.04,2,     2.88,2,     0.03,2,   2298.1,6,   2299.5,6,   7.3032,2,    25.00,   47.493,3,  -999.00,9
  317W20130803,WCOA13,    26,  1,      2,2,  130806,1735, 47.9600,-125.3300,  467,    401.2,   5.7735,  34.0420,2,-999.0000,9,     46.3,2,   -999.0,9,    71.34,2,    38.20,2,     0.03,2,     2.78,2,     0.05,2,   2288.2,2,   2291.1,2,   7.3162,2,    25.00,   48.039,2,  -999.00,9
  317W20130803,WCOA13,    26,  1,      3,2,  130806,1739, 47.9600,-125.3300,  467,    299.5,   6.2642,  33.9920,2,-999.0000,9,     59.8,2,   -999.0,9,    62.73,2,    36.38,2,     0.00,2,     2.66,2,     0.07,2,   2271.7,2,   2279.0,2,   7.3374,2,    25.00,   49.888,2,  -999.00,9
